brand,model,characteristics,price,alink
DS,Ds 7 crossback,Diesel/21 236 km/2021/Automatique,34 790 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-performance-line-automatique-51200-epernay-r111611
DS,Ds 4,Diesel/10 240 km/2022/Automatique,38 998 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-bluehdi-130ch-rivoli-automatique-16430-champniers-31410
DS,Ds 3 crossback,Diesel/9 500 km/2021/Automatique,33 900 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-business-automatique-126g-71000-sance-190242
DS,Ds 7 crossback,Hybride R/24 193 km/2022/Automatique,45 599 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-225ch-business-16430-champniers-3212010
DS,Ds 3 crossback,Diesel/104 788 km/2020/Automatique,20 799 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-7cv-16430-champniers-3210009
DS,Ds 3,Diesel/100 222 km/2016/Manuelle,13 490 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-bluehdi-120ch-sport-chic-s-s-62220-carvin-221175
DS,Ds 7 crossback,Diesel/102 318 km/2018/Automatique,25 990 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-128g-73209-albertville-035891
DS,Ds 7 crossback,Diesel/25 000 km/2020/Automatique,37 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-08000-charleville-mezieres-230154
DS,Ds 3 crossback,Essence/16 918 km/2020/Manuelle,24 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-100ch-performance-line-38320-eybens-320139
DS,Ds 7 crossback,Hybride R/12 871 km/2020/Automatique,47 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-86000-poitiers-21060
DS,Ds 3 crossback,Essence/23 336 km/2022/Manuelle,26 399 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-100ch-bastille-16430-champniers-3212001
DS,Ds 3 crossback,Electrique/20 100 km/2020/Automatique,29 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-grand-chic-4cv-34120-pezenas-1681
DS,Ds 3 cabrio,Diesel/84 530 km/2017/Manuelle,14 669 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-cabrio-bluehdi-120ch-sport-chic-s-s-13100-aix-en-provence-91668
DS,Ds 7 crossback,Hybride R/10 100 km/2022/Automatique,51 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-e-tense-225ch-bastille-86000-poitiers-21054
DS,Ds 3,Essence/57 624 km/2018/Automatique,16 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-puretech-110ch-sport-chic-s-s-eat6-59320-sequedin-221268
DS,Ds 3 crossback,Diesel/18 316 km/2021/Automatique,30 299 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-126g-16430-champniers-3211013
DS,Ds 3 crossback,Essence/24 413 km/2021/Manuelle,25 499 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-100ch-bastille-86000-poitiers-3210073
DS,Ds 7 crossback,Diesel/29 909 km/2021/Automatique,43 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-performance-line-automatique-79000-niort-3166
DS,Ds 4,Essence/2 458 km/2022/Automatique,42 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-puretech-225ch-performance-line-automatique-73000-chambery-400022
DS,Ds 3 crossback,Diesel/43 057 km/2021/Automatique,26 490 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-so-chic-automatique-126g-63200-riom-50908
DS,Ds 7 crossback,Essence/64 527 km/2019/Automatique,33 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-puretech-180ch-performance-line-automatique-03110-charmeil-41958
DS,Ds 3 crossback,Essence/30 408 km/2021/Automatique,27 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-performance-line-automatique-7cv-79000-niort-3212011
DS,Ds 7 crossback,Diesel/53 717 km/2020/Automatique,32 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-grand-chic-automatique-139g-59223-roncq-307091
DS,Ds 3 crossback,Essence/27 659 km/2019/Automatique,26 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-111g-86000-poitiers-3212068
DS,Ds 3 crossback,Essence/11 539 km/2020/Automatique,27 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-performance-line-automatique-7cv-38170-seyssinet-pariset-320089
DS,Ds 7 crossback,Diesel/51 500 km/2019/Automatique,34 852 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-51100-reims-256760
DS,Ds 7 crossback,Hybride R/27 104 km/2020/Automatique,45 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-so-chic-86000-poitiers-21094
DS,Ds 3 crossback,Electrique/45 200 km/2020/Automatique,28 433 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-grand-chic-4cv-51100-reims-256603
DS,Ds 7 crossback,Essence/101 887 km/2018/Automatique,28 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-puretech-225ch-grand-chic-automatique-79000-niort-3211043
DS,Ds 3 crossback,Essence/36 456 km/2019/Automatique,25 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-109g-01007-bourg-en-bresse-dsbb000009
DS,Ds 7 crossback,Hybride R/13 000 km/2022/Automatique,55 990 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-e-tense-225ch-ligne-noire-86000-poitiers-st38297358
DS,Ds 4,Essence/4 900 km/2022/Automatique,46 891 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-puretech-225ch-rivoli-automatique-51530-dizy-304061
DS,Ds 7 crossback,Diesel/76 802 km/2018/Manuelle,25 990 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-so-chic-08000-charleville-mezieres-230111
DS,Ds 4,Essence/126 409 km/2017/Manuelle,12 480 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-4-puretech-130ch-so-chic-s-s-01000-bourg-en-bresse-123171
DS,Ds 4,Diesel/138 000 km/2017/Automatique,13 799 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-4-bluehdi-120ch-sport-chic-s-s-eat6-86000-poitiers-12091
DS,Ds 5,Diesel/113 370 km/2016/Automatique,15 990 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-5-bluehdi-120ch-business-s-s-eat6-64300-orthez-2302899
DS,Ds 5,Diesel/99 377 km/2018/Manuelle,16 499 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-5-bluehdi-120ch-so-chic-s-s-86500-montmorillon-3211044
DS,Ds 3 crossback,Electrique/9 022 km/2020/Automatique,30 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-grand-chic-63000-clermont-ferrand-131525
DS,Ds 3,Essence/23 820 km/2017/Manuelle,17 499 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-puretech-130ch-sport-chic-s-s-03110-charmeil-41872
DS,Ds 7 crossback,Hybride R/1 817 km/2022/Automatique,59 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-rivoli-79000-niort-3161
DS,Ds 3 crossback,Diesel/12 597 km/2021/Manuelle,26 399 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-110ch-performance-line-44000-nantes-68724
DS,Ds 7 crossback,Hybride R/30 000 km/2020/Automatique,41 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-225ch-performance-line-77240-vert-saint-denis-9129653
DS,Ds 7 crossback,Diesel/81 405 km/2020/Automatique,30 799 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-performance-line-automatique-138g-16430-champniers-3212006
DS,Ds 7 crossback,Diesel/52 802 km/2019/Automatique,31 399 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-performance-line-automatique-128g-33700-merignac-2207086
DS,Ds 3,Essence/62 100 km/2018/Manuelle,14 693 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-puretech-110ch-so-chic-s-s-51530-dizy-304033
DS,Ds 3 crossback,Electrique/34 817 km/2020/Automatique,29 499 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-grand-chic-86000-poitiers-3207310
DS,Ds 7 crossback,Essence/22 814 km/2020/Automatique,35 799 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-puretech-180ch-so-chic-automatique-10cv-86100-chatellerault-3207514
DS,Ds 3 crossback,Essence/15 389 km/2021/Manuelle,25 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-100ch-bastille-86000-poitiers-3207309
DS,Ds 3 crossback,Diesel/6 457 km/2022/Automatique,32 499 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-03110-charmeil-41954
DS,Ds 3 crossback,Diesel/17 047 km/2019/Manuelle,21 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-100ch-chic-41200-romorantin-lanthenay-37914
DS,Ds 7 crossback,Hybride R/9 400 km/2021/Automatique,51 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-rivoli-51100-reims-254706
